,Year_x,Period,Avg hrs per day sleeping,Standard Error,Type of Days,Age Group_x,Activity,Gender_x,Unique ID,Age Group_y,Year_y,Gender_y,Number with income (thousands),Mean income,"2022
dollars"
0,2003,Annual,8.48,0.031,All days,15 years and over,Sleeping,Male,2003-15 years and over-Male,15 years and over,2003,Male,100800,41480,63070
1,2003,Annual,8.16,0.039,Nonholiday weekdays,15 years and over,Sleeping,Male,2003-15 years and over-Male,15 years and over,2003,Male,100800,41480,63070
2,2003,Annual,9.22,0.044,Weekend days and holidays,15 years and over,Sleeping,Male,2003-15 years and over-Male,15 years and over,2003,Male,100800,41480,63070
3,2004,Annual,8.48,0.04,All days,15 years and over,Sleeping,Male,2004-15 years and over-Male,15 years and over,2004,Male,101800,42830,63530
4,2004,Annual,8.16,0.053,Nonholiday weekdays,15 years and over,Sleeping,Male,2004-15 years and over-Male,15 years and over,2004,Male,101800,42830,63530
5,2004,Annual,9.23,0.046,Weekend days and holidays,15 years and over,Sleeping,Male,2004-15 years and over-Male,15 years and over,2004,Male,101800,42830,63530
6,2005,Annual,8.53,0.034,All days,15 years and over,Sleeping,Male,2005-15 years and over-Male,15 years and over,2005,Male,103000,44850,64650
7,2005,Annual,8.25,0.045,Nonholiday weekdays,15 years and over,Sleeping,Male,2005-15 years and over-Male,15 years and over,2005,Male,103000,44850,64650
8,2005,Annual,9.22,0.06,Weekend days and holidays,15 years and over,Sleeping,Male,2005-15 years and over-Male,15 years and over,2005,Male,103000,44850,64650
9,2006,Annual,8.56,0.035,All days,15 years and over,Sleeping,Male,2006-15 years and over-Male,15 years and over,2006,Male,103900,46680,65390
10,2006,Annual,8.26,0.045,Nonholiday weekdays,15 years and over,Sleeping,Male,2006-15 years and over-Male,15 years and over,2006,Male,103900,46680,65390
11,2006,Annual,9.28,0.055,Weekend days and holidays,15 years and over,Sleeping,Male,2006-15 years and over-Male,15 years and over,2006,Male,103900,46680,65390
12,2007,Annual,8.52,0.038,All days,15 years and over,Sleeping,Male,2007-15 years and over-Male,15 years and over,2007,Male,104800,47140,64380
13,2007,Annual,8.2,0.05,Nonholiday weekdays,15 years and over,Sleeping,Male,2007-15 years and over-Male,15 years and over,2007,Male,104800,47140,64380
14,2007,Annual,9.24,0.055,Weekend days and holidays,15 years and over,Sleeping,Male,2007-15 years and over-Male,15 years and over,2007,Male,104800,47140,64380
15,2008,Annual,8.56,0.033,All days,15 years and over,Sleeping,Male,2008-15 years and over-Male,15 years and over,2008,Male,105400,47750,62910
16,2008,Annual,8.27,0.045,Nonholiday weekdays,15 years and over,Sleeping,Male,2008-15 years and over-Male,15 years and over,2008,Male,105400,47750,62910
17,2008,Annual,9.25,0.055,Weekend days and holidays,15 years and over,Sleeping,Male,2008-15 years and over-Male,15 years and over,2008,Male,105400,47750,62910
18,2009,Annual,8.62,0.041,All days,15 years and over,Sleeping,Male,2009-15 years and over-Male,15 years and over,2009,Male,105000,46800,61910
19,2009,Annual,8.31,0.053,Nonholiday weekdays,15 years and over,Sleeping,Male,2009-15 years and over-Male,15 years and over,2009,Male,105000,46800,61910
20,2009,Annual,9.33,0.048,Weekend days and holidays,15 years and over,Sleeping,Male,2009-15 years and over-Male,15 years and over,2009,Male,105000,46800,61910
21,2010,Annual,8.56,0.035,All days,15 years and over,Sleeping,Male,2010-15 years and over-Male,15 years and over,2010,Male,105200,47080,61430
22,2010,Annual,8.27,0.047,Nonholiday weekdays,15 years and over,Sleeping,Male,2010-15 years and over-Male,15 years and over,2010,Male,105200,47080,61430
23,2010,Annual,9.28,0.046,Weekend days and holidays,15 years and over,Sleeping,Male,2010-15 years and over-Male,15 years and over,2010,Male,105200,47080,61430
24,2011,Annual,8.62,0.036,All days,15 years and over,Sleeping,Male,2011-15 years and over-Male,15 years and over,2011,Male,106200,48950,61950
25,2011,Annual,8.33,0.046,Nonholiday weekdays,15 years and over,Sleeping,Male,2011-15 years and over-Male,15 years and over,2011,Male,106200,48950,61950
26,2011,Annual,9.31,0.059,Weekend days and holidays,15 years and over,Sleeping,Male,2011-15 years and over-Male,15 years and over,2011,Male,106200,48950,61950
27,2012,Annual,8.6,0.041,All days,15 years and over,Sleeping,Male,2012-15 years and over-Male,15 years and over,2012,Male,107500,49920,61980
28,2012,Annual,8.28,0.052,Nonholiday weekdays,15 years and over,Sleeping,Male,2012-15 years and over-Male,15 years and over,2012,Male,107500,49920,61980
29,2012,Annual,9.33,0.059,Weekend days and holidays,15 years and over,Sleeping,Male,2012-15 years and over-Male,15 years and over,2012,Male,107500,49920,61980
30,2013,Annual,8.65,0.041,All days,15 years and over,Sleeping,Male,2013-15 years and over-Male,15 years and over,2013,Male,109900,52530,64440
31,2013,Annual,8.38,0.053,Nonholiday weekdays,15 years and over,Sleeping,Male,2013-15 years and over-Male,15 years and over,2013,Male,109900,52530,64440
32,2013,Annual,9.3,0.056,Weekend days and holidays,15 years and over,Sleeping,Male,2013-15 years and over-Male,15 years and over,2013,Male,109900,52530,64440
33,2014,Annual,8.69,0.036,All days,15 years and over,Sleeping,Male,2014-15 years and over-Male,15 years and over,2014,Male,110400,53200,64350
34,2014,Annual,8.44,0.047,Nonholiday weekdays,15 years and over,Sleeping,Male,2014-15 years and over-Male,15 years and over,2014,Male,110400,53200,64350
35,2014,Annual,9.26,0.053,Weekend days and holidays,15 years and over,Sleeping,Male,2014-15 years and over-Male,15 years and over,2014,Male,110400,53200,64350
36,2015,Annual,8.77,0.045,All days,15 years and over,Sleeping,Male,2015-15 years and over-Male,15 years and over,2015,Male,112300,54760,66280
37,2015,Annual,8.52,0.058,Nonholiday weekdays,15 years and over,Sleeping,Male,2015-15 years and over-Male,15 years and over,2015,Male,112300,54760,66280
38,2015,Annual,9.34,0.061,Weekend days and holidays,15 years and over,Sleeping,Male,2015-15 years and over-Male,15 years and over,2015,Male,112300,54760,66280
39,2016,Annual,8.69,0.043,All days,15 years and over,Sleeping,Male,2016-15 years and over-Male,15 years and over,2016,Male,113200,57150,68570
40,2016,Annual,8.36,0.056,Nonholiday weekdays,15 years and over,Sleeping,Male,2016-15 years and over-Male,15 years and over,2016,Male,113200,57150,68570
41,2016,Annual,9.47,0.061,Weekend days and holidays,15 years and over,Sleeping,Male,2016-15 years and over-Male,15 years and over,2016,Male,113200,57150,68570
42,2017,Annual,8.7,0.04,All days,15 years and over,Sleeping,Male,2017-15 years and over-Male,15 years and over,2017,Male,114700,59740,70440
43,2017,Annual,8.4,0.055,Nonholiday weekdays,15 years and over,Sleeping,Male,2017-15 years and over-Male,15 years and over,2017,Male,114700,59740,70440
44,2017,Annual,9.38,0.053,Weekend days and holidays,15 years and over,Sleeping,Male,2017-15 years and over-Male,15 years and over,2017,Male,114700,59740,70440
45,2003,Annual,9.14,0.095,All days,15 to 24 years,Sleeping,Male,2003-15 to 24 years-Male,15 to 24 years,2003,Male,14240,13240,20140
46,2003,Annual,8.73,0.131,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2003-15 to 24 years-Male,15 to 24 years,2003,Male,14240,13240,20140
47,2003,Annual,10.13,0.133,Weekend days and holidays,15 to 24 years,Sleeping,Male,2003-15 to 24 years-Male,15 to 24 years,2003,Male,14240,13240,20140
48,2004,Annual,9.12,0.109,All days,15 to 24 years,Sleeping,Male,2004-15 to 24 years-Male,15 to 24 years,2004,Male,14200,14390,21340
49,2004,Annual,8.65,0.143,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2004-15 to 24 years-Male,15 to 24 years,2004,Male,14200,14390,21340
50,2004,Annual,10.25,0.156,Weekend days and holidays,15 to 24 years,Sleeping,Male,2004-15 to 24 years-Male,15 to 24 years,2004,Male,14200,14390,21340
51,2005,Annual,9.2,0.118,All days,15 to 24 years,Sleeping,Male,2005-15 to 24 years-Male,15 to 24 years,2005,Male,14180,14860,21420
52,2005,Annual,8.88,0.154,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2005-15 to 24 years-Male,15 to 24 years,2005,Male,14180,14860,21420
53,2005,Annual,9.96,0.164,Weekend days and holidays,15 to 24 years,Sleeping,Male,2005-15 to 24 years-Male,15 to 24 years,2005,Male,14180,14860,21420
54,2006,Annual,9.21,0.108,All days,15 to 24 years,Sleeping,Male,2006-15 to 24 years-Male,15 to 24 years,2006,Male,14090,15210,21310
55,2006,Annual,8.93,0.133,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2006-15 to 24 years-Male,15 to 24 years,2006,Male,14090,15210,21310
56,2006,Annual,9.88,0.18,Weekend days and holidays,15 to 24 years,Sleeping,Male,2006-15 to 24 years-Male,15 to 24 years,2006,Male,14090,15210,21310
57,2007,Annual,9.03,0.125,All days,15 to 24 years,Sleeping,Male,2007-15 to 24 years-Male,15 to 24 years,2007,Male,14140,15240,20810
58,2007,Annual,8.58,0.163,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2007-15 to 24 years-Male,15 to 24 years,2007,Male,14140,15240,20810
59,2007,Annual,9.99,0.182,Weekend days and holidays,15 to 24 years,Sleeping,Male,2007-15 to 24 years-Male,15 to 24 years,2007,Male,14140,15240,20810
60,2008,Annual,9.27,0.122,All days,15 to 24 years,Sleeping,Male,2008-15 to 24 years-Male,15 to 24 years,2008,Male,13780,15520,20450
61,2008,Annual,8.9,0.153,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2008-15 to 24 years-Male,15 to 24 years,2008,Male,13780,15520,20450
62,2008,Annual,10.13,0.18,Weekend days and holidays,15 to 24 years,Sleeping,Male,2008-15 to 24 years-Male,15 to 24 years,2008,Male,13780,15520,20450
63,2009,Annual,9.56,0.136,All days,15 to 24 years,Sleeping,Male,2009-15 to 24 years-Male,15 to 24 years,2009,Male,13280,14860,19660
64,2009,Annual,9.25,0.177,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2009-15 to 24 years-Male,15 to 24 years,2009,Male,13280,14860,19660
65,2009,Annual,10.31,0.149,Weekend days and holidays,15 to 24 years,Sleeping,Male,2009-15 to 24 years-Male,15 to 24 years,2009,Male,13280,14860,19660
66,2010,Annual,9.21,0.117,All days,15 to 24 years,Sleeping,Male,2010-15 to 24 years-Male,15 to 24 years,2010,Male,12950,14830,19350
67,2010,Annual,8.88,0.159,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2010-15 to 24 years-Male,15 to 24 years,2010,Male,12950,14830,19350
68,2010,Annual,9.99,0.148,Weekend days and holidays,15 to 24 years,Sleeping,Male,2010-15 to 24 years-Male,15 to 24 years,2010,Male,12950,14830,19350
69,2011,Annual,9.33,0.107,All days,15 to 24 years,Sleeping,Male,2011-15 to 24 years-Male,15 to 24 years,2011,Male,13090,14970,18950
70,2011,Annual,9.01,0.136,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2011-15 to 24 years-Male,15 to 24 years,2011,Male,13090,14970,18950
71,2011,Annual,10.11,0.187,Weekend days and holidays,15 to 24 years,Sleeping,Male,2011-15 to 24 years-Male,15 to 24 years,2011,Male,13090,14970,18950
72,2012,Annual,9.16,0.118,All days,15 to 24 years,Sleeping,Male,2012-15 to 24 years-Male,15 to 24 years,2012,Male,13270,15580,19340
73,2012,Annual,8.68,0.158,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2012-15 to 24 years-Male,15 to 24 years,2012,Male,13270,15580,19340
74,2012,Annual,10.24,0.153,Weekend days and holidays,15 to 24 years,Sleeping,Male,2012-15 to 24 years-Male,15 to 24 years,2012,Male,13270,15580,19340
75,2013,Annual,9.3,0.14,All days,15 to 24 years,Sleeping,Male,2013-15 to 24 years-Male,15 to 24 years,2013,Male,14020,18010,22090
76,2013,Annual,8.93,0.164,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2013-15 to 24 years-Male,15 to 24 years,2013,Male,14020,18010,22090
77,2013,Annual,10.18,0.228,Weekend days and holidays,15 to 24 years,Sleeping,Male,2013-15 to 24 years-Male,15 to 24 years,2013,Male,14020,18010,22090
78,2014,Annual,9.47,0.118,All days,15 to 24 years,Sleeping,Male,2014-15 to 24 years-Male,15 to 24 years,2014,Male,13620,17790,21520
79,2014,Annual,9.33,0.158,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2014-15 to 24 years-Male,15 to 24 years,2014,Male,13620,17790,21520
80,2014,Annual,9.8,0.134,Weekend days and holidays,15 to 24 years,Sleeping,Male,2014-15 to 24 years-Male,15 to 24 years,2014,Male,13620,17790,21520
81,2015,Annual,9.51,0.162,All days,15 to 24 years,Sleeping,Male,2015-15 to 24 years-Male,15 to 24 years,2015,Male,13960,17400,21060
82,2015,Annual,9.35,0.214,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2015-15 to 24 years-Male,15 to 24 years,2015,Male,13960,17400,21060
83,2015,Annual,9.9,0.217,Weekend days and holidays,15 to 24 years,Sleeping,Male,2015-15 to 24 years-Male,15 to 24 years,2015,Male,13960,17400,21060
84,2016,Annual,9.59,0.15,All days,15 to 24 years,Sleeping,Male,2016-15 to 24 years-Male,15 to 24 years,2016,Male,13790,19840,23800
85,2016,Annual,9.14,0.189,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2016-15 to 24 years-Male,15 to 24 years,2016,Male,13790,19840,23800
86,2016,Annual,10.65,0.189,Weekend days and holidays,15 to 24 years,Sleeping,Male,2016-15 to 24 years-Male,15 to 24 years,2016,Male,13790,19840,23800
87,2017,Annual,9.78,0.133,All days,15 to 24 years,Sleeping,Male,2017-15 to 24 years-Male,15 to 24 years,2017,Male,13670,19390,22860
88,2017,Annual,9.46,0.184,Nonholiday weekdays,15 to 24 years,Sleeping,Male,2017-15 to 24 years-Male,15 to 24 years,2017,Male,13670,19390,22860
89,2017,Annual,10.46,0.163,Weekend days and holidays,15 to 24 years,Sleeping,Male,2017-15 to 24 years-Male,15 to 24 years,2017,Male,13670,19390,22860
90,2003,Annual,8.3,0.066,All days,25 to 34 years,Sleeping,Male,2003-25 to 34 years-Male,25 to 34 years,2003,Male,18680,37170,56520
91,2003,Annual,7.91,0.079,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2003-25 to 34 years-Male,25 to 34 years,2003,Male,18680,37170,56520
92,2003,Annual,9.23,0.106,Weekend days and holidays,25 to 34 years,Sleeping,Male,2003-25 to 34 years-Male,25 to 34 years,2003,Male,18680,37170,56520
93,2004,Annual,8.42,0.118,All days,25 to 34 years,Sleeping,Male,2004-25 to 34 years-Male,25 to 34 years,2004,Male,18730,37360,55410
94,2004,Annual,8.0,0.157,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2004-25 to 34 years-Male,25 to 34 years,2004,Male,18730,37360,55410
95,2004,Annual,9.38,0.118,Weekend days and holidays,25 to 34 years,Sleeping,Male,2004-25 to 34 years-Male,25 to 34 years,2004,Male,18730,37360,55410
96,2005,Annual,8.44,0.092,All days,25 to 34 years,Sleeping,Male,2005-25 to 34 years-Male,25 to 34 years,2005,Male,18900,38510,55510
97,2005,Annual,8.01,0.114,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2005-25 to 34 years-Male,25 to 34 years,2005,Male,18900,38510,55510
98,2005,Annual,9.46,0.163,Weekend days and holidays,25 to 34 years,Sleeping,Male,2005-25 to 34 years-Male,25 to 34 years,2005,Male,18900,38510,55510
99,2006,Annual,8.4,0.096,All days,25 to 34 years,Sleeping,Male,2006-25 to 34 years-Male,25 to 34 years,2006,Male,19050,40840,57210
100,2006,Annual,7.94,0.121,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2006-25 to 34 years-Male,25 to 34 years,2006,Male,19050,40840,57210
101,2006,Annual,9.5,0.117,Weekend days and holidays,25 to 34 years,Sleeping,Male,2006-25 to 34 years-Male,25 to 34 years,2006,Male,19050,40840,57210
102,2007,Annual,8.45,0.108,All days,25 to 34 years,Sleeping,Male,2007-25 to 34 years-Male,25 to 34 years,2007,Male,19020,41520,56710
103,2007,Annual,8.02,0.143,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2007-25 to 34 years-Male,25 to 34 years,2007,Male,19020,41520,56710
104,2007,Annual,9.43,0.138,Weekend days and holidays,25 to 34 years,Sleeping,Male,2007-25 to 34 years-Male,25 to 34 years,2007,Male,19020,41520,56710
105,2008,Annual,8.48,0.093,All days,25 to 34 years,Sleeping,Male,2008-25 to 34 years-Male,25 to 34 years,2008,Male,19320,41760,55020
106,2008,Annual,8.13,0.12,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2008-25 to 34 years-Male,25 to 34 years,2008,Male,19320,41760,55020
107,2008,Annual,9.32,0.149,Weekend days and holidays,25 to 34 years,Sleeping,Male,2008-25 to 34 years-Male,25 to 34 years,2008,Male,19320,41760,55020
108,2009,Annual,8.48,0.103,All days,25 to 34 years,Sleeping,Male,2009-25 to 34 years-Male,25 to 34 years,2009,Male,19280,40350,53370
109,2009,Annual,8.13,0.133,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2009-25 to 34 years-Male,25 to 34 years,2009,Male,19280,40350,53370
110,2009,Annual,9.34,0.133,Weekend days and holidays,25 to 34 years,Sleeping,Male,2009-25 to 34 years-Male,25 to 34 years,2009,Male,19280,40350,53370
111,2010,Annual,8.28,0.097,All days,25 to 34 years,Sleeping,Male,2010-25 to 34 years-Male,25 to 34 years,2010,Male,18810,39850,52000
112,2010,Annual,7.91,0.117,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2010-25 to 34 years-Male,25 to 34 years,2010,Male,18810,39850,52000
113,2010,Annual,9.17,0.136,Weekend days and holidays,25 to 34 years,Sleeping,Male,2010-25 to 34 years-Male,25 to 34 years,2010,Male,18810,39850,52000
114,2011,Annual,8.37,0.1,All days,25 to 34 years,Sleeping,Male,2011-25 to 34 years-Male,25 to 34 years,2011,Male,18880,41460,52480
115,2011,Annual,7.94,0.131,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2011-25 to 34 years-Male,25 to 34 years,2011,Male,18880,41460,52480
116,2011,Annual,9.34,0.171,Weekend days and holidays,25 to 34 years,Sleeping,Male,2011-25 to 34 years-Male,25 to 34 years,2011,Male,18880,41460,52480
117,2012,Annual,8.55,0.093,All days,25 to 34 years,Sleeping,Male,2012-25 to 34 years-Male,25 to 34 years,2012,Male,19180,43070,53470
118,2012,Annual,8.25,0.118,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2012-25 to 34 years-Male,25 to 34 years,2012,Male,19180,43070,53470
119,2012,Annual,9.28,0.13,Weekend days and holidays,25 to 34 years,Sleeping,Male,2012-25 to 34 years-Male,25 to 34 years,2012,Male,19180,43070,53470
120,2013,Annual,8.45,0.104,All days,25 to 34 years,Sleeping,Male,2013-25 to 34 years-Male,25 to 34 years,2013,Male,19840,45150,55390
121,2013,Annual,8.12,0.137,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2013-25 to 34 years-Male,25 to 34 years,2013,Male,19840,45150,55390
122,2013,Annual,9.22,0.13,Weekend days and holidays,25 to 34 years,Sleeping,Male,2013-25 to 34 years-Male,25 to 34 years,2013,Male,19840,45150,55390
123,2014,Annual,8.62,0.1,All days,25 to 34 years,Sleeping,Male,2014-25 to 34 years-Male,25 to 34 years,2014,Male,19850,45870,55480
124,2014,Annual,8.31,0.127,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2014-25 to 34 years-Male,25 to 34 years,2014,Male,19850,45870,55480
125,2014,Annual,9.32,0.135,Weekend days and holidays,25 to 34 years,Sleeping,Male,2014-25 to 34 years-Male,25 to 34 years,2014,Male,19850,45870,55480
126,2015,Annual,8.79,0.122,All days,25 to 34 years,Sleeping,Male,2015-25 to 34 years-Male,25 to 34 years,2015,Male,20330,48520,58730
127,2015,Annual,8.55,0.154,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2015-25 to 34 years-Male,25 to 34 years,2015,Male,20330,48520,58730
128,2015,Annual,9.33,0.151,Weekend days and holidays,25 to 34 years,Sleeping,Male,2015-25 to 34 years-Male,25 to 34 years,2015,Male,20330,48520,58730
129,2016,Annual,8.54,0.101,All days,25 to 34 years,Sleeping,Male,2016-25 to 34 years-Male,25 to 34 years,2016,Male,20710,49330,59190
130,2016,Annual,8.17,0.128,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2016-25 to 34 years-Male,25 to 34 years,2016,Male,20710,49330,59190
131,2016,Annual,9.45,0.118,Weekend days and holidays,25 to 34 years,Sleeping,Male,2016-25 to 34 years-Male,25 to 34 years,2016,Male,20710,49330,59190
132,2017,Annual,8.47,0.116,All days,25 to 34 years,Sleeping,Male,2017-25 to 34 years-Male,25 to 34 years,2017,Male,21010,51070,60220
133,2017,Annual,8.02,0.157,Nonholiday weekdays,25 to 34 years,Sleeping,Male,2017-25 to 34 years-Male,25 to 34 years,2017,Male,21010,51070,60220
134,2017,Annual,9.45,0.148,Weekend days and holidays,25 to 34 years,Sleeping,Male,2017-25 to 34 years-Male,25 to 34 years,2017,Male,21010,51070,60220
135,2003,Annual,8.2,0.059,All days,35 to 44 years,Sleeping,Male,2003-35 to 44 years-Male,35 to 44 years,2003,Male,20780,50870,77350
136,2003,Annual,7.86,0.075,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2003-35 to 44 years-Male,35 to 44 years,2003,Male,20780,50870,77350
137,2003,Annual,9.0,0.07,Weekend days and holidays,35 to 44 years,Sleeping,Male,2003-35 to 44 years-Male,35 to 44 years,2003,Male,20780,50870,77350
138,2004,Annual,8.2,0.085,All days,35 to 44 years,Sleeping,Male,2004-35 to 44 years-Male,35 to 44 years,2004,Male,20610,53820,79820
139,2004,Annual,7.88,0.111,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2004-35 to 44 years-Male,35 to 44 years,2004,Male,20610,53820,79820
140,2004,Annual,8.99,0.099,Weekend days and holidays,35 to 44 years,Sleeping,Male,2004-35 to 44 years-Male,35 to 44 years,2004,Male,20610,53820,79820
141,2005,Annual,8.36,0.068,All days,35 to 44 years,Sleeping,Male,2005-35 to 44 years-Male,35 to 44 years,2005,Male,20570,54430,78450
142,2005,Annual,8.03,0.096,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2005-35 to 44 years-Male,35 to 44 years,2005,Male,20570,54430,78450
143,2005,Annual,9.16,0.1,Weekend days and holidays,35 to 44 years,Sleeping,Male,2005-35 to 44 years-Male,35 to 44 years,2005,Male,20570,54430,78450
144,2006,Annual,8.28,0.078,All days,35 to 44 years,Sleeping,Male,2006-35 to 44 years-Male,35 to 44 years,2006,Male,20370,58720,82250
145,2006,Annual,7.95,0.102,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2006-35 to 44 years-Male,35 to 44 years,2006,Male,20370,58720,82250
146,2006,Annual,9.05,0.099,Weekend days and holidays,35 to 44 years,Sleeping,Male,2006-35 to 44 years-Male,35 to 44 years,2006,Male,20370,58720,82250
147,2007,Annual,8.28,0.079,All days,35 to 44 years,Sleeping,Male,2007-35 to 44 years-Male,35 to 44 years,2007,Male,20110,58430,79800
148,2007,Annual,7.98,0.105,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2007-35 to 44 years-Male,35 to 44 years,2007,Male,20110,58430,79800
149,2007,Annual,9.0,0.101,Weekend days and holidays,35 to 44 years,Sleeping,Male,2007-35 to 44 years-Male,35 to 44 years,2007,Male,20110,58430,79800
150,2008,Annual,8.31,0.07,All days,35 to 44 years,Sleeping,Male,2008-35 to 44 years-Male,35 to 44 years,2008,Male,19730,58740,77390
151,2008,Annual,7.99,0.09,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2008-35 to 44 years-Male,35 to 44 years,2008,Male,19730,58740,77390
152,2008,Annual,9.06,0.128,Weekend days and holidays,35 to 44 years,Sleeping,Male,2008-35 to 44 years-Male,35 to 44 years,2008,Male,19730,58740,77390
153,2009,Annual,8.28,0.071,All days,35 to 44 years,Sleeping,Male,2009-35 to 44 years-Male,35 to 44 years,2009,Male,19090,57900,76590
154,2009,Annual,7.93,0.092,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2009-35 to 44 years-Male,35 to 44 years,2009,Male,19090,57900,76590
155,2009,Annual,9.08,0.097,Weekend days and holidays,35 to 44 years,Sleeping,Male,2009-35 to 44 years-Male,35 to 44 years,2009,Male,19090,57900,76590
156,2010,Annual,8.29,0.076,All days,35 to 44 years,Sleeping,Male,2010-35 to 44 years-Male,35 to 44 years,2010,Male,18720,57090,74500
157,2010,Annual,7.96,0.097,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2010-35 to 44 years-Male,35 to 44 years,2010,Male,18720,57090,74500
158,2010,Annual,9.11,0.118,Weekend days and holidays,35 to 44 years,Sleeping,Male,2010-35 to 44 years-Male,35 to 44 years,2010,Male,18720,57090,74500
159,2011,Annual,8.35,0.077,All days,35 to 44 years,Sleeping,Male,2011-35 to 44 years-Male,35 to 44 years,2011,Male,18610,59060,74750
160,2011,Annual,8.0,0.107,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2011-35 to 44 years-Male,35 to 44 years,2011,Male,18610,59060,74750
161,2011,Annual,9.17,0.111,Weekend days and holidays,35 to 44 years,Sleeping,Male,2011-35 to 44 years-Male,35 to 44 years,2011,Male,18610,59060,74750
162,2012,Annual,8.33,0.076,All days,35 to 44 years,Sleeping,Male,2012-35 to 44 years-Male,35 to 44 years,2012,Male,18580,60740,75420
163,2012,Annual,8.01,0.102,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2012-35 to 44 years-Male,35 to 44 years,2012,Male,18580,60740,75420
164,2012,Annual,9.09,0.107,Weekend days and holidays,35 to 44 years,Sleeping,Male,2012-35 to 44 years-Male,35 to 44 years,2012,Male,18580,60740,75420
165,2013,Annual,8.37,0.068,All days,35 to 44 years,Sleeping,Male,2013-35 to 44 years-Male,35 to 44 years,2013,Male,18670,62850,77110
166,2013,Annual,8.01,0.087,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2013-35 to 44 years-Male,35 to 44 years,2013,Male,18670,62850,77110
167,2013,Annual,9.21,0.113,Weekend days and holidays,35 to 44 years,Sleeping,Male,2013-35 to 44 years-Male,35 to 44 years,2013,Male,18670,62850,77110
168,2014,Annual,8.19,0.086,All days,35 to 44 years,Sleeping,Male,2014-35 to 44 years-Male,35 to 44 years,2014,Male,18570,64390,77880
169,2014,Annual,7.78,0.102,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2014-35 to 44 years-Male,35 to 44 years,2014,Male,18570,64390,77880
170,2014,Annual,9.16,0.118,Weekend days and holidays,35 to 44 years,Sleeping,Male,2014-35 to 44 years-Male,35 to 44 years,2014,Male,18570,64390,77880
171,2015,Annual,8.67,0.123,All days,35 to 44 years,Sleeping,Male,2015-35 to 44 years-Male,35 to 44 years,2015,Male,18730,67460,81660
172,2015,Annual,8.33,0.162,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2015-35 to 44 years-Male,35 to 44 years,2015,Male,18730,67460,81660
173,2015,Annual,9.48,0.127,Weekend days and holidays,35 to 44 years,Sleeping,Male,2015-35 to 44 years-Male,35 to 44 years,2015,Male,18730,67460,81660
174,2016,Annual,8.41,0.107,All days,35 to 44 years,Sleeping,Male,2016-35 to 44 years-Male,35 to 44 years,2016,Male,18790,71080,85290
175,2016,Annual,8.06,0.153,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2016-35 to 44 years-Male,35 to 44 years,2016,Male,18790,71080,85290
176,2016,Annual,9.27,0.135,Weekend days and holidays,35 to 44 years,Sleeping,Male,2016-35 to 44 years-Male,35 to 44 years,2016,Male,18790,71080,85290
177,2017,Annual,8.36,0.097,All days,35 to 44 years,Sleeping,Male,2017-35 to 44 years-Male,35 to 44 years,2017,Male,19210,72960,86030
178,2017,Annual,7.97,0.126,Nonholiday weekdays,35 to 44 years,Sleeping,Male,2017-35 to 44 years-Male,35 to 44 years,2017,Male,19210,72960,86030
