,Year_x,Period,Avg hrs per day sleeping,Standard Error,Type of Days,Age Group_x,Activity,Gender_x,Unique ID,Age Group_y,Year_y,Gender_y,Number with income (thousands),Mean income,"2022
dollars"
564,2011,Annual,8.51,0.069,All days,35 to 44 years,Sleeping,Female,2011-35 to 44 years-Female,35 to 44 years,2011,Female,17670,37840,47890
565,2011,Annual,9.33,0.13,Weekend days and holidays,35 to 44 years,Sleeping,Female,2011-35 to 44 years-Female,35 to 44 years,2011,Female,17670,37840,47890
566,2011,Annual,8.15,0.08,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2011-35 to 44 years-Female,35 to 44 years,2011,Female,17670,37840,47890
567,2012,Annual,8.69,0.08,All days,35 to 44 years,Sleeping,Female,2012-35 to 44 years-Female,35 to 44 years,2012,Female,17540,38970,48380
568,2012,Annual,9.47,0.097,Weekend days and holidays,35 to 44 years,Sleeping,Female,2012-35 to 44 years-Female,35 to 44 years,2012,Female,17540,38970,48380
569,2012,Annual,8.36,0.102,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2012-35 to 44 years-Female,35 to 44 years,2012,Female,17540,38970,48380
570,2013,Annual,8.67,0.068,All days,35 to 44 years,Sleeping,Female,2013-35 to 44 years-Female,35 to 44 years,2013,Female,18000,37870,46450
571,2013,Annual,9.42,0.105,Weekend days and holidays,35 to 44 years,Sleeping,Female,2013-35 to 44 years-Female,35 to 44 years,2013,Female,18000,37870,46450
572,2013,Annual,8.34,0.087,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2013-35 to 44 years-Female,35 to 44 years,2013,Female,18000,37870,46450
573,2014,Annual,8.63,0.064,All days,35 to 44 years,Sleeping,Female,2014-35 to 44 years-Female,35 to 44 years,2014,Female,17830,41080,49690
574,2014,Annual,9.5,0.101,Weekend days and holidays,35 to 44 years,Sleeping,Female,2014-35 to 44 years-Female,35 to 44 years,2014,Female,17830,41080,49690
575,2014,Annual,8.25,0.084,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2014-35 to 44 years-Female,35 to 44 years,2014,Female,17830,41080,49690
576,2015,Annual,8.68,0.083,All days,35 to 44 years,Sleeping,Female,2015-35 to 44 years-Female,35 to 44 years,2015,Female,17920,42120,50980
577,2015,Annual,9.35,0.106,Weekend days and holidays,35 to 44 years,Sleeping,Female,2015-35 to 44 years-Female,35 to 44 years,2015,Female,17920,42120,50980
578,2015,Annual,8.39,0.106,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2015-35 to 44 years-Female,35 to 44 years,2015,Female,17920,42120,50980
579,2016,Annual,8.58,0.064,All days,35 to 44 years,Sleeping,Female,2016-35 to 44 years-Female,35 to 44 years,2016,Female,17860,44600,53520
580,2016,Annual,9.41,0.112,Weekend days and holidays,35 to 44 years,Sleeping,Female,2016-35 to 44 years-Female,35 to 44 years,2016,Female,17860,44600,53520
581,2016,Annual,8.22,0.078,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2016-35 to 44 years-Female,35 to 44 years,2016,Female,17860,44600,53520
582,2017,Annual,8.77,0.088,All days,35 to 44 years,Sleeping,Female,2017-35 to 44 years-Female,35 to 44 years,2017,Female,18220,47940,56530
583,2017,Annual,9.46,0.112,Weekend days and holidays,35 to 44 years,Sleeping,Female,2017-35 to 44 years-Female,35 to 44 years,2017,Female,18220,47940,56530
584,2017,Annual,8.48,0.115,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2017-35 to 44 years-Female,35 to 44 years,2017,Female,18220,47940,56530
585,2003,Annual,8.26,0.05,All days,45 to 54 years,Sleeping,Female,2003-45 to 54 years-Female,45 to 54 years,2003,Female,19300,32580,49540
586,2003,Annual,9.04,0.076,Weekend days and holidays,45 to 54 years,Sleeping,Female,2003-45 to 54 years-Female,45 to 54 years,2003,Female,19300,32580,49540
587,2003,Annual,7.93,0.061,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2003-45 to 54 years-Female,45 to 54 years,2003,Female,19300,32580,49540
588,2004,Annual,8.23,0.059,All days,45 to 54 years,Sleeping,Female,2004-45 to 54 years-Female,45 to 54 years,2004,Female,19590,33190,49230
589,2004,Annual,9.05,0.088,Weekend days and holidays,45 to 54 years,Sleeping,Female,2004-45 to 54 years-Female,45 to 54 years,2004,Female,19590,33190,49230
590,2004,Annual,7.9,0.073,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2004-45 to 54 years-Female,45 to 54 years,2004,Female,19590,33190,49230
591,2005,Annual,8.36,0.071,All days,45 to 54 years,Sleeping,Female,2005-45 to 54 years-Female,45 to 54 years,2005,Female,19920,34450,49650
592,2005,Annual,9.08,0.099,Weekend days and holidays,45 to 54 years,Sleeping,Female,2005-45 to 54 years-Female,45 to 54 years,2005,Female,19920,34450,49650
593,2005,Annual,8.06,0.093,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2005-45 to 54 years-Female,45 to 54 years,2005,Female,19920,34450,49650
594,2006,Annual,8.4,0.079,All days,45 to 54 years,Sleeping,Female,2006-45 to 54 years-Female,45 to 54 years,2006,Female,20140,36740,51470
595,2006,Annual,9.4,0.106,Weekend days and holidays,45 to 54 years,Sleeping,Female,2006-45 to 54 years-Female,45 to 54 years,2006,Female,20140,36740,51470
596,2006,Annual,7.97,0.105,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2006-45 to 54 years-Female,45 to 54 years,2006,Female,20140,36740,51470
597,2007,Annual,8.29,0.072,All days,45 to 54 years,Sleeping,Female,2007-45 to 54 years-Female,45 to 54 years,2007,Female,20240,37650,51420
598,2007,Annual,8.89,0.111,Weekend days and holidays,45 to 54 years,Sleeping,Female,2007-45 to 54 years-Female,45 to 54 years,2007,Female,20240,37650,51420
599,2007,Annual,8.04,0.092,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2007-45 to 54 years-Female,45 to 54 years,2007,Female,20240,37650,51420
600,2008,Annual,8.39,0.085,All days,45 to 54 years,Sleeping,Female,2008-45 to 54 years-Female,45 to 54 years,2008,Female,20490,36610,48240
601,2008,Annual,9.13,0.098,Weekend days and holidays,45 to 54 years,Sleeping,Female,2008-45 to 54 years-Female,45 to 54 years,2008,Female,20490,36610,48240
602,2008,Annual,8.07,0.111,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2008-45 to 54 years-Female,45 to 54 years,2008,Female,20490,36610,48240
603,2009,Annual,8.42,0.067,All days,45 to 54 years,Sleeping,Female,2009-45 to 54 years-Female,45 to 54 years,2009,Female,20420,37680,49840
604,2009,Annual,9.19,0.114,Weekend days and holidays,45 to 54 years,Sleeping,Female,2009-45 to 54 years-Female,45 to 54 years,2009,Female,20420,37680,49840
605,2009,Annual,8.08,0.087,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2009-45 to 54 years-Female,45 to 54 years,2009,Female,20420,37680,49840
606,2010,Annual,8.36,0.074,All days,45 to 54 years,Sleeping,Female,2010-45 to 54 years-Female,45 to 54 years,2010,Female,20290,37410,48820
607,2010,Annual,9.22,0.101,Weekend days and holidays,45 to 54 years,Sleeping,Female,2010-45 to 54 years-Female,45 to 54 years,2010,Female,20290,37410,48820
608,2010,Annual,7.99,0.102,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2010-45 to 54 years-Female,45 to 54 years,2010,Female,20290,37410,48820
609,2011,Annual,8.51,0.092,All days,45 to 54 years,Sleeping,Female,2011-45 to 54 years-Female,45 to 54 years,2011,Female,19950,38140,48270
610,2011,Annual,9.14,0.107,Weekend days and holidays,45 to 54 years,Sleeping,Female,2011-45 to 54 years-Female,45 to 54 years,2011,Female,19950,38140,48270
611,2011,Annual,8.25,0.112,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2011-45 to 54 years-Female,45 to 54 years,2011,Female,19950,38140,48270
612,2012,Annual,8.46,0.077,All days,45 to 54 years,Sleeping,Female,2012-45 to 54 years-Female,45 to 54 years,2012,Female,19760,39210,48690
613,2012,Annual,9.25,0.13,Weekend days and holidays,45 to 54 years,Sleeping,Female,2012-45 to 54 years-Female,45 to 54 years,2012,Female,19760,39210,48690
614,2012,Annual,8.12,0.1,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2012-45 to 54 years-Female,45 to 54 years,2012,Female,19760,39210,48690
615,2013,Annual,8.61,0.071,All days,45 to 54 years,Sleeping,Female,2013-45 to 54 years-Female,45 to 54 years,2013,Female,19820,40960,50250
616,2013,Annual,9.34,0.129,Weekend days and holidays,45 to 54 years,Sleeping,Female,2013-45 to 54 years-Female,45 to 54 years,2013,Female,19820,40960,50250
617,2013,Annual,8.29,0.092,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2013-45 to 54 years-Female,45 to 54 years,2013,Female,19820,40960,50250
618,2014,Annual,8.68,0.081,All days,45 to 54 years,Sleeping,Female,2014-45 to 54 years-Female,45 to 54 years,2014,Female,19500,40740,49280
619,2014,Annual,9.49,0.129,Weekend days and holidays,45 to 54 years,Sleeping,Female,2014-45 to 54 years-Female,45 to 54 years,2014,Female,19500,40740,49280
620,2014,Annual,8.33,0.101,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2014-45 to 54 years-Female,45 to 54 years,2014,Female,19500,40740,49280
621,2015,Annual,8.49,0.08,All days,45 to 54 years,Sleeping,Female,2015-45 to 54 years-Female,45 to 54 years,2015,Female,19480,43630,52810
622,2015,Annual,9.4,0.105,Weekend days and holidays,45 to 54 years,Sleeping,Female,2015-45 to 54 years-Female,45 to 54 years,2015,Female,19480,43630,52810
623,2015,Annual,8.12,0.103,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2015-45 to 54 years-Female,45 to 54 years,2015,Female,19480,43630,52810
624,2016,Annual,8.71,0.112,All days,45 to 54 years,Sleeping,Female,2016-45 to 54 years-Female,45 to 54 years,2016,Female,19170,45960,55140
625,2016,Annual,9.3,0.145,Weekend days and holidays,45 to 54 years,Sleeping,Female,2016-45 to 54 years-Female,45 to 54 years,2016,Female,19170,45960,55140
626,2016,Annual,8.47,0.143,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2016-45 to 54 years-Female,45 to 54 years,2016,Female,19170,45960,55140
627,2017,Annual,8.52,0.098,All days,45 to 54 years,Sleeping,Female,2017-45 to 54 years-Female,45 to 54 years,2017,Female,19100,48790,57530
628,2017,Annual,9.22,0.149,Weekend days and holidays,45 to 54 years,Sleeping,Female,2017-45 to 54 years-Female,45 to 54 years,2017,Female,19100,48790,57530
629,2017,Annual,8.22,0.128,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2017-45 to 54 years-Female,45 to 54 years,2017,Female,19100,48790,57530
630,2003,Annual,8.39,0.055,All days,55 to 64 years,Sleeping,Female,2003-55 to 64 years-Female,55 to 64 years,2003,Female,13420,27910,42430
631,2003,Annual,8.93,0.077,Weekend days and holidays,55 to 64 years,Sleeping,Female,2003-55 to 64 years-Female,55 to 64 years,2003,Female,13420,27910,42430
632,2003,Annual,8.17,0.073,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2003-55 to 64 years-Female,55 to 64 years,2003,Female,13420,27910,42430
633,2004,Annual,8.3,0.073,All days,55 to 64 years,Sleeping,Female,2004-55 to 64 years-Female,55 to 64 years,2004,Female,14080,28230,41870
634,2004,Annual,8.79,0.103,Weekend days and holidays,55 to 64 years,Sleeping,Female,2004-55 to 64 years-Female,55 to 64 years,2004,Female,14080,28230,41870
635,2004,Annual,8.1,0.092,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2004-55 to 64 years-Female,55 to 64 years,2004,Female,14080,28230,41870
636,2005,Annual,8.35,0.069,All days,55 to 64 years,Sleeping,Female,2005-55 to 64 years-Female,55 to 64 years,2005,Female,14640,30890,44530
637,2005,Annual,8.78,0.103,Weekend days and holidays,55 to 64 years,Sleeping,Female,2005-55 to 64 years-Female,55 to 64 years,2005,Female,14640,30890,44530
638,2005,Annual,8.17,0.093,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2005-55 to 64 years-Female,55 to 64 years,2005,Female,14640,30890,44530
639,2006,Annual,8.47,0.083,All days,55 to 64 years,Sleeping,Female,2006-55 to 64 years-Female,55 to 64 years,2006,Female,15070,33290,46630
640,2006,Annual,8.83,0.105,Weekend days and holidays,55 to 64 years,Sleeping,Female,2006-55 to 64 years-Female,55 to 64 years,2006,Female,15070,33290,46630
641,2006,Annual,8.32,0.102,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2006-55 to 64 years-Female,55 to 64 years,2006,Female,15070,33290,46630
642,2007,Annual,8.2,0.081,All days,55 to 64 years,Sleeping,Female,2007-55 to 64 years-Female,55 to 64 years,2007,Female,15600,33390,45610
643,2007,Annual,8.76,0.11,Weekend days and holidays,55 to 64 years,Sleeping,Female,2007-55 to 64 years-Female,55 to 64 years,2007,Female,15600,33390,45610
644,2007,Annual,7.98,0.105,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2007-55 to 64 years-Female,55 to 64 years,2007,Female,15600,33390,45610
645,2008,Annual,8.29,0.084,All days,55 to 64 years,Sleeping,Female,2008-55 to 64 years-Female,55 to 64 years,2008,Female,16140,34050,44860
646,2008,Annual,8.88,0.113,Weekend days and holidays,55 to 64 years,Sleeping,Female,2008-55 to 64 years-Female,55 to 64 years,2008,Female,16140,34050,44860
647,2008,Annual,8.04,0.098,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2008-55 to 64 years-Female,55 to 64 years,2008,Female,16140,34050,44860
648,2009,Annual,8.49,0.072,All days,55 to 64 years,Sleeping,Female,2009-55 to 64 years-Female,55 to 64 years,2009,Female,16690,34850,46100
649,2009,Annual,9.02,0.115,Weekend days and holidays,55 to 64 years,Sleeping,Female,2009-55 to 64 years-Female,55 to 64 years,2009,Female,16690,34850,46100
650,2009,Annual,8.27,0.101,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2009-55 to 64 years-Female,55 to 64 years,2009,Female,16690,34850,46100
651,2010,Annual,8.49,0.074,All days,55 to 64 years,Sleeping,Female,2010-55 to 64 years-Female,55 to 64 years,2010,Female,17630,34100,44490
652,2010,Annual,9.03,0.095,Weekend days and holidays,55 to 64 years,Sleeping,Female,2010-55 to 64 years-Female,55 to 64 years,2010,Female,17630,34100,44490
653,2010,Annual,8.27,0.093,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2010-55 to 64 years-Female,55 to 64 years,2010,Female,17630,34100,44490
654,2011,Annual,8.54,0.076,All days,55 to 64 years,Sleeping,Female,2011-55 to 64 years-Female,55 to 64 years,2011,Female,17870,36860,46650
655,2011,Annual,8.97,0.116,Weekend days and holidays,55 to 64 years,Sleeping,Female,2011-55 to 64 years-Female,55 to 64 years,2011,Female,17870,36860,46650
656,2011,Annual,8.35,0.097,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2011-55 to 64 years-Female,55 to 64 years,2011,Female,17870,36860,46650
657,2012,Annual,8.61,0.073,All days,55 to 64 years,Sleeping,Female,2012-55 to 64 years-Female,55 to 64 years,2012,Female,18100,38200,47430
658,2012,Annual,9.04,0.099,Weekend days and holidays,55 to 64 years,Sleeping,Female,2012-55 to 64 years-Female,55 to 64 years,2012,Female,18100,38200,47430
659,2012,Annual,8.44,0.101,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2012-55 to 64 years-Female,55 to 64 years,2012,Female,18100,38200,47430
660,2013,Annual,8.46,0.08,All days,55 to 64 years,Sleeping,Female,2013-55 to 64 years-Female,55 to 64 years,2013,Female,18840,39500,48460
661,2013,Annual,8.84,0.106,Weekend days and holidays,55 to 64 years,Sleeping,Female,2013-55 to 64 years-Female,55 to 64 years,2013,Female,18840,39500,48460
662,2013,Annual,8.29,0.103,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2013-55 to 64 years-Female,55 to 64 years,2013,Female,18840,39500,48460
663,2014,Annual,8.51,0.065,All days,55 to 64 years,Sleeping,Female,2014-55 to 64 years-Female,55 to 64 years,2014,Female,19000,37790,45710
664,2014,Annual,9.05,0.097,Weekend days and holidays,55 to 64 years,Sleeping,Female,2014-55 to 64 years-Female,55 to 64 years,2014,Female,19000,37790,45710
665,2014,Annual,8.29,0.085,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2014-55 to 64 years-Female,55 to 64 years,2014,Female,19000,37790,45710
666,2015,Annual,8.63,0.088,All days,55 to 64 years,Sleeping,Female,2015-55 to 64 years-Female,55 to 64 years,2015,Female,19480,39460,47770
667,2015,Annual,9.02,0.11,Weekend days and holidays,55 to 64 years,Sleeping,Female,2015-55 to 64 years-Female,55 to 64 years,2015,Female,19480,39460,47770
668,2015,Annual,8.47,0.116,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2015-55 to 64 years-Female,55 to 64 years,2015,Female,19480,39460,47770
669,2016,Annual,8.61,0.078,All days,55 to 64 years,Sleeping,Female,2016-55 to 64 years-Female,55 to 64 years,2016,Female,19710,43370,52040
670,2016,Annual,9.09,0.106,Weekend days and holidays,55 to 64 years,Sleeping,Female,2016-55 to 64 years-Female,55 to 64 years,2016,Female,19710,43370,52040
671,2016,Annual,8.4,0.101,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2016-55 to 64 years-Female,55 to 64 years,2016,Female,19710,43370,52040
672,2017,Annual,8.51,0.086,All days,55 to 64 years,Sleeping,Female,2017-55 to 64 years-Female,55 to 64 years,2017,Female,19750,44990,53050
673,2017,Annual,9.04,0.098,Weekend days and holidays,55 to 64 years,Sleeping,Female,2017-55 to 64 years-Female,55 to 64 years,2017,Female,19750,44990,53050
674,2017,Annual,8.29,0.113,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2017-55 to 64 years-Female,55 to 64 years,2017,Female,19750,44990,53050
675,2003,Annual,8.84,0.049,All days,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,19230,16820,25570
676,2003,Annual,8.84,0.049,All days,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9521,18330,27870
677,2003,Annual,8.84,0.049,All days,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9704,15340,23320
678,2003,Annual,9.18,0.072,Weekend days and holidays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,19230,16820,25570
679,2003,Annual,9.18,0.072,Weekend days and holidays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9521,18330,27870
680,2003,Annual,9.18,0.072,Weekend days and holidays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9704,15340,23320
681,2003,Annual,8.7,0.06,Nonholiday weekdays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,19230,16820,25570
682,2003,Annual,8.7,0.06,Nonholiday weekdays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9521,18330,27870
683,2003,Annual,8.7,0.06,Nonholiday weekdays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9704,15340,23320
684,2004,Annual,8.93,0.054,All days,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,19350,17260,25600
685,2004,Annual,8.93,0.054,All days,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9526,19280,28590
686,2004,Annual,8.93,0.054,All days,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9824,15300,22690
687,2004,Annual,9.05,0.067,Weekend days and holidays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,19350,17260,25600
688,2004,Annual,9.05,0.067,Weekend days and holidays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9526,19280,28590
689,2004,Annual,9.05,0.067,Weekend days and holidays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9824,15300,22690
690,2004,Annual,8.88,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,19350,17260,25600
691,2004,Annual,8.88,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9526,19280,28590
692,2004,Annual,8.88,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9824,15300,22690
693,2005,Annual,8.95,0.07,All days,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,19600,18200,26230
694,2005,Annual,8.95,0.07,All days,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9625,19890,28680
695,2005,Annual,8.95,0.07,All days,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9973,16560,23870
696,2005,Annual,9.28,0.119,Weekend days and holidays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,19600,18200,26230
697,2005,Annual,9.28,0.119,Weekend days and holidays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9625,19890,28680
698,2005,Annual,9.28,0.119,Weekend days and holidays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9973,16560,23870
699,2005,Annual,8.81,0.081,Nonholiday weekdays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,19600,18200,26230
700,2005,Annual,8.81,0.081,Nonholiday weekdays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9625,19890,28680
701,2005,Annual,8.81,0.081,Nonholiday weekdays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9973,16560,23870
702,2006,Annual,8.82,0.071,All days,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,19760,19770,27700
703,2006,Annual,8.82,0.071,All days,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9781,21590,30240
704,2006,Annual,8.82,0.071,All days,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9975,17990,25200
705,2006,Annual,8.94,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,19760,19770,27700
706,2006,Annual,8.94,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9781,21590,30240
707,2006,Annual,8.94,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9975,17990,25200
708,2006,Annual,8.77,0.097,Nonholiday weekdays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,19760,19770,27700
709,2006,Annual,8.77,0.097,Nonholiday weekdays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9781,21590,30240
710,2006,Annual,8.77,0.097,Nonholiday weekdays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9975,17990,25200
711,2007,Annual,8.91,0.071,All days,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,20170,21050,28740
712,2007,Annual,8.91,0.071,All days,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10140,23280,31790
713,2007,Annual,8.91,0.071,All days,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10030,18790,25660
714,2007,Annual,9.13,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,20170,21050,28740
715,2007,Annual,9.13,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10140,23280,31790
716,2007,Annual,9.13,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10030,18790,25660
717,2007,Annual,8.82,0.088,Nonholiday weekdays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,20170,21050,28740
718,2007,Annual,8.82,0.088,Nonholiday weekdays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10140,23280,31790
719,2007,Annual,8.82,0.088,Nonholiday weekdays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10030,18790,25660
720,2008,Annual,8.94,0.07,All days,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,20590,21580,28440
721,2008,Annual,8.94,0.07,All days,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10510,23480,30930
722,2008,Annual,8.94,0.07,All days,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10080,19600,25830
723,2008,Annual,9.31,0.099,Weekend days and holidays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,20590,21580,28440
724,2008,Annual,9.31,0.099,Weekend days and holidays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10510,23480,30930
725,2008,Annual,9.31,0.099,Weekend days and holidays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10080,19600,25830
726,2008,Annual,8.79,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,20590,21580,28440
727,2008,Annual,8.79,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10510,23480,30930
728,2008,Annual,8.79,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10080,19600,25830
729,2009,Annual,8.96,0.067,All days,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,20900,22630,29930
730,2009,Annual,8.96,0.067,All days,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10730,25230,33380
731,2009,Annual,8.96,0.067,All days,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10170,19880,26290
732,2009,Annual,9.21,0.083,Weekend days and holidays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,20900,22630,29930
733,2009,Annual,9.21,0.083,Weekend days and holidays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10730,25230,33380
734,2009,Annual,9.21,0.083,Weekend days and holidays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10170,19880,26290
735,2009,Annual,8.86,0.083,Nonholiday weekdays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,20900,22630,29930
736,2009,Annual,8.86,0.083,Nonholiday weekdays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10730,25230,33380
737,2009,Annual,8.86,0.083,Nonholiday weekdays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10170,19880,26290
738,2010,Annual,9.04,0.072,All days,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,21500,22620,29520
739,2010,Annual,9.04,0.072,All days,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,11240,25590,33400
740,2010,Annual,9.04,0.072,All days,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,10260,19360,25270
741,2010,Annual,9.22,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,21500,22620,29520
742,2010,Annual,9.22,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,11240,25590,33400
743,2010,Annual,9.22,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,10260,19360,25270
744,2010,Annual,8.96,0.092,Nonholiday weekdays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,21500,22620,29520
