,Year_x,Period,Avg hrs per day sleeping,Standard Error,Type of Days,Age Group_x,Activity,Gender_x,Unique ID,Age Group_y,Year_y,Gender_y,Number with income (thousands),Mean income,"2022
dollars"
525,2008,Annual,9.13,0.119,All days,15 to 24 years,Sleeping,Female,2008-15 to 24 years-Female,15 to 24 years,2008,Female,13260,12970,17080
526,2008,Annual,9.96,0.167,Weekend days and holidays,15 to 24 years,Sleeping,Female,2008-15 to 24 years-Female,15 to 24 years,2008,Female,13260,12970,17080
527,2008,Annual,8.76,0.15,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2008-15 to 24 years-Female,15 to 24 years,2008,Female,13260,12970,17080
528,2009,Annual,9.33,0.098,All days,15 to 24 years,Sleeping,Female,2009-15 to 24 years-Female,15 to 24 years,2009,Female,12800,12330,16310
529,2009,Annual,9.78,0.16,Weekend days and holidays,15 to 24 years,Sleeping,Female,2009-15 to 24 years-Female,15 to 24 years,2009,Female,12800,12330,16310
530,2009,Annual,9.13,0.13,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2009-15 to 24 years-Female,15 to 24 years,2009,Female,12800,12330,16310
531,2010,Annual,9.27,0.115,All days,15 to 24 years,Sleeping,Female,2010-15 to 24 years-Female,15 to 24 years,2010,Female,12540,12300,16050
532,2010,Annual,9.93,0.151,Weekend days and holidays,15 to 24 years,Sleeping,Female,2010-15 to 24 years-Female,15 to 24 years,2010,Female,12540,12300,16050
533,2010,Annual,9,0.15,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2010-15 to 24 years-Female,15 to 24 years,2010,Female,12540,12300,16050
534,2011,Annual,9.31,0.111,All days,15 to 24 years,Sleeping,Female,2011-15 to 24 years-Female,15 to 24 years,2011,Female,12930,12600,15940
535,2011,Annual,10.15,0.187,Weekend days and holidays,15 to 24 years,Sleeping,Female,2011-15 to 24 years-Female,15 to 24 years,2011,Female,12930,12600,15940
536,2011,Annual,8.96,0.134,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2011-15 to 24 years-Female,15 to 24 years,2011,Female,12930,12600,15940
537,2012,Annual,9.53,0.112,All days,15 to 24 years,Sleeping,Female,2012-15 to 24 years-Female,15 to 24 years,2012,Female,13130,13380,16610
538,2012,Annual,10.26,0.142,Weekend days and holidays,15 to 24 years,Sleeping,Female,2012-15 to 24 years-Female,15 to 24 years,2012,Female,13130,13380,16610
539,2012,Annual,9.22,0.152,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2012-15 to 24 years-Female,15 to 24 years,2012,Female,13130,13380,16610
540,2013,Annual,9.38,0.128,All days,15 to 24 years,Sleeping,Female,2013-15 to 24 years-Female,15 to 24 years,2013,Female,13400,14000,17180
541,2013,Annual,9.38,0.128,All days,15 to 24 years,Sleeping,Female,2013-15 to 24 years-Female,15 to 24 years,2013,Female,13040,13970,17140
542,2013,Annual,10.15,0.17,Weekend days and holidays,15 to 24 years,Sleeping,Female,2013-15 to 24 years-Female,15 to 24 years,2013,Female,13400,14000,17180
543,2013,Annual,10.15,0.17,Weekend days and holidays,15 to 24 years,Sleeping,Female,2013-15 to 24 years-Female,15 to 24 years,2013,Female,13040,13970,17140
544,2013,Annual,9.07,0.174,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2013-15 to 24 years-Female,15 to 24 years,2013,Female,13400,14000,17180
545,2013,Annual,9.07,0.174,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2013-15 to 24 years-Female,15 to 24 years,2013,Female,13040,13970,17140
546,2014,Annual,9.6,0.131,All days,15 to 24 years,Sleeping,Female,2014-15 to 24 years-Female,15 to 24 years,2014,Female,13410,13650,16510
547,2014,Annual,10.32,0.16,Weekend days and holidays,15 to 24 years,Sleeping,Female,2014-15 to 24 years-Female,15 to 24 years,2014,Female,13410,13650,16510
548,2014,Annual,9.3,0.168,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2014-15 to 24 years-Female,15 to 24 years,2014,Female,13410,13650,16510
549,2015,Annual,9.64,0.129,All days,15 to 24 years,Sleeping,Female,2015-15 to 24 years-Female,15 to 24 years,2015,Female,13430,14770,17880
550,2015,Annual,10.15,0.191,Weekend days and holidays,15 to 24 years,Sleeping,Female,2015-15 to 24 years-Female,15 to 24 years,2015,Female,13430,14770,17880
551,2015,Annual,9.42,0.154,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2015-15 to 24 years-Female,15 to 24 years,2015,Female,13430,14770,17880
552,2016,Annual,9.5,0.143,All days,15 to 24 years,Sleeping,Female,2016-15 to 24 years-Female,15 to 24 years,2016,Female,13470,15430,18510
553,2016,Annual,10.52,0.171,Weekend days and holidays,15 to 24 years,Sleeping,Female,2016-15 to 24 years-Female,15 to 24 years,2016,Female,13470,15430,18510
554,2016,Annual,9.09,0.181,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2016-15 to 24 years-Female,15 to 24 years,2016,Female,13470,15430,18510
555,2017,Annual,9.66,0.136,All days,15 to 24 years,Sleeping,Female,2017-15 to 24 years-Female,15 to 24 years,2017,Female,13230,17070,20130
556,2017,Annual,9.66,0.136,All days,15 to 24 years,Sleeping,Female,2017-15 to 24 years-Female,15 to 24 years,2017,Female,13270,15800,18620
557,2017,Annual,10.5,0.163,Weekend days and holidays,15 to 24 years,Sleeping,Female,2017-15 to 24 years-Female,15 to 24 years,2017,Female,13230,17070,20130
558,2017,Annual,10.5,0.163,Weekend days and holidays,15 to 24 years,Sleeping,Female,2017-15 to 24 years-Female,15 to 24 years,2017,Female,13270,15800,18620
559,2017,Annual,9.31,0.178,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2017-15 to 24 years-Female,15 to 24 years,2017,Female,13230,17070,20130
560,2017,Annual,9.31,0.178,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2017-15 to 24 years-Female,15 to 24 years,2017,Female,13270,15800,18620
561,2003,Annual,8.73,0.056,All days,25 to 34 years,Sleeping,Female,2003-25 to 34 years-Female,25 to 34 years,2003,Female,17160,26760,40690
562,2003,Annual,9.45,0.075,Weekend days and holidays,25 to 34 years,Sleeping,Female,2003-25 to 34 years-Female,25 to 34 years,2003,Female,17160,26760,40690
563,2003,Annual,8.44,0.075,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2003-25 to 34 years-Female,25 to 34 years,2003,Female,17160,26760,40690
564,2004,Annual,8.51,0.069,All days,25 to 34 years,Sleeping,Female,2004-25 to 34 years-Female,25 to 34 years,2004,Female,17040,26200,38860
565,2004,Annual,9.37,0.088,Weekend days and holidays,25 to 34 years,Sleeping,Female,2004-25 to 34 years-Female,25 to 34 years,2004,Female,17040,26200,38860
566,2004,Annual,8.16,0.088,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2004-25 to 34 years-Female,25 to 34 years,2004,Female,17040,26200,38860
567,2005,Annual,8.85,0.067,All days,25 to 34 years,Sleeping,Female,2005-25 to 34 years-Female,25 to 34 years,2005,Female,17060,26900,38770
568,2005,Annual,9.74,0.105,Weekend days and holidays,25 to 34 years,Sleeping,Female,2005-25 to 34 years-Female,25 to 34 years,2005,Female,17060,26900,38770
569,2005,Annual,8.47,0.084,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2005-25 to 34 years-Female,25 to 34 years,2005,Female,17060,26900,38770
570,2006,Annual,8.75,0.082,All days,25 to 34 years,Sleeping,Female,2006-25 to 34 years-Female,25 to 34 years,2006,Female,17150,29690,41600
571,2006,Annual,9.44,0.099,Weekend days and holidays,25 to 34 years,Sleeping,Female,2006-25 to 34 years-Female,25 to 34 years,2006,Female,17150,29690,41600
572,2006,Annual,8.45,0.111,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2006-25 to 34 years-Female,25 to 34 years,2006,Female,17150,29690,41600
573,2007,Annual,8.69,0.075,All days,25 to 34 years,Sleeping,Female,2007-25 to 34 years-Female,25 to 34 years,2007,Female,17240,31140,42530
574,2007,Annual,9.36,0.102,Weekend days and holidays,25 to 34 years,Sleeping,Female,2007-25 to 34 years-Female,25 to 34 years,2007,Female,17240,31140,42530
575,2007,Annual,8.41,0.099,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2007-25 to 34 years-Female,25 to 34 years,2007,Female,17240,31140,42530
576,2008,Annual,8.6,0.089,All days,25 to 34 years,Sleeping,Female,2008-25 to 34 years-Female,25 to 34 years,2008,Female,17450,29940,39440
577,2008,Annual,9.58,0.094,Weekend days and holidays,25 to 34 years,Sleeping,Female,2008-25 to 34 years-Female,25 to 34 years,2008,Female,17450,29940,39440
578,2008,Annual,8.2,0.119,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2008-25 to 34 years-Female,25 to 34 years,2008,Female,17450,29940,39440
579,2009,Annual,8.61,0.072,All days,25 to 34 years,Sleeping,Female,2009-25 to 34 years-Female,25 to 34 years,2009,Female,17500,30400,40210
580,2009,Annual,9.53,0.103,Weekend days and holidays,25 to 34 years,Sleeping,Female,2009-25 to 34 years-Female,25 to 34 years,2009,Female,17500,30400,40210
581,2009,Annual,8.23,0.087,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2009-25 to 34 years-Female,25 to 34 years,2009,Female,17500,30400,40210
582,2010,Annual,8.89,0.072,All days,25 to 34 years,Sleeping,Female,2010-25 to 34 years-Female,25 to 34 years,2010,Female,17510,30160,39350
583,2010,Annual,9.62,0.123,Weekend days and holidays,25 to 34 years,Sleeping,Female,2010-25 to 34 years-Female,25 to 34 years,2010,Female,17510,30160,39350
584,2010,Annual,8.59,0.09,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2010-25 to 34 years-Female,25 to 34 years,2010,Female,17510,30160,39350
585,2011,Annual,8.83,0.064,All days,25 to 34 years,Sleeping,Female,2011-25 to 34 years-Female,25 to 34 years,2011,Female,17640,31030,39280
586,2011,Annual,9.43,0.11,Weekend days and holidays,25 to 34 years,Sleeping,Female,2011-25 to 34 years-Female,25 to 34 years,2011,Female,17640,31030,39280
587,2011,Annual,8.57,0.084,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2011-25 to 34 years-Female,25 to 34 years,2011,Female,17640,31030,39280
588,2012,Annual,8.97,0.074,All days,25 to 34 years,Sleeping,Female,2012-25 to 34 years-Female,25 to 34 years,2012,Female,17820,31550,39180
589,2012,Annual,9.69,0.124,Weekend days and holidays,25 to 34 years,Sleeping,Female,2012-25 to 34 years-Female,25 to 34 years,2012,Female,17820,31550,39180
590,2012,Annual,8.65,0.091,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2012-25 to 34 years-Female,25 to 34 years,2012,Female,17820,31550,39180
591,2013,Annual,8.85,0.081,All days,25 to 34 years,Sleeping,Female,2013-25 to 34 years-Female,25 to 34 years,2013,Female,18230,31270,38360
592,2013,Annual,8.85,0.081,All days,25 to 34 years,Sleeping,Female,2013-25 to 34 years-Female,25 to 34 years,2013,Female,17950,32350,39690
593,2013,Annual,9.51,0.14,Weekend days and holidays,25 to 34 years,Sleeping,Female,2013-25 to 34 years-Female,25 to 34 years,2013,Female,18230,31270,38360
594,2013,Annual,9.51,0.14,Weekend days and holidays,25 to 34 years,Sleeping,Female,2013-25 to 34 years-Female,25 to 34 years,2013,Female,17950,32350,39690
595,2013,Annual,8.56,0.096,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2013-25 to 34 years-Female,25 to 34 years,2013,Female,18230,31270,38360
596,2013,Annual,8.56,0.096,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2013-25 to 34 years-Female,25 to 34 years,2013,Female,17950,32350,39690
597,2014,Annual,8.91,0.077,All days,25 to 34 years,Sleeping,Female,2014-25 to 34 years-Female,25 to 34 years,2014,Female,18380,32690,39540
598,2014,Annual,9.72,0.125,Weekend days and holidays,25 to 34 years,Sleeping,Female,2014-25 to 34 years-Female,25 to 34 years,2014,Female,18380,32690,39540
599,2014,Annual,8.57,0.102,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2014-25 to 34 years-Female,25 to 34 years,2014,Female,18380,32690,39540
600,2015,Annual,8.96,0.084,All days,25 to 34 years,Sleeping,Female,2015-25 to 34 years-Female,25 to 34 years,2015,Female,18860,35790,43320
601,2015,Annual,9.52,0.118,Weekend days and holidays,25 to 34 years,Sleeping,Female,2015-25 to 34 years-Female,25 to 34 years,2015,Female,18860,35790,43320
602,2015,Annual,8.71,0.112,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2015-25 to 34 years-Female,25 to 34 years,2015,Female,18860,35790,43320
603,2016,Annual,8.87,0.093,All days,25 to 34 years,Sleeping,Female,2016-25 to 34 years-Female,25 to 34 years,2016,Female,19270,35920,43100
604,2016,Annual,9.65,0.13,Weekend days and holidays,25 to 34 years,Sleeping,Female,2016-25 to 34 years-Female,25 to 34 years,2016,Female,19270,35920,43100
605,2016,Annual,8.54,0.124,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2016-25 to 34 years-Female,25 to 34 years,2016,Female,19270,35920,43100
606,2017,Annual,9.04,0.089,All days,25 to 34 years,Sleeping,Female,2017-25 to 34 years-Female,25 to 34 years,2017,Female,19410,37830,44600
607,2017,Annual,9.04,0.089,All days,25 to 34 years,Sleeping,Female,2017-25 to 34 years-Female,25 to 34 years,2017,Female,19390,38100,44930
608,2017,Annual,9.68,0.144,Weekend days and holidays,25 to 34 years,Sleeping,Female,2017-25 to 34 years-Female,25 to 34 years,2017,Female,19410,37830,44600
609,2017,Annual,9.68,0.144,Weekend days and holidays,25 to 34 years,Sleeping,Female,2017-25 to 34 years-Female,25 to 34 years,2017,Female,19390,38100,44930
610,2017,Annual,8.78,0.113,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2017-25 to 34 years-Female,25 to 34 years,2017,Female,19410,37830,44600
611,2017,Annual,8.78,0.113,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2017-25 to 34 years-Female,25 to 34 years,2017,Female,19390,38100,44930
612,2003,Annual,8.48,0.053,All days,35 to 44 years,Sleeping,Female,2003-35 to 44 years-Female,35 to 44 years,2003,Female,20010,29850,45390
613,2003,Annual,9.31,0.06,Weekend days and holidays,35 to 44 years,Sleeping,Female,2003-35 to 44 years-Female,35 to 44 years,2003,Female,20010,29850,45390
614,2003,Annual,8.13,0.069,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2003-35 to 44 years-Female,35 to 44 years,2003,Female,20010,29850,45390
615,2004,Annual,8.3,0.062,All days,35 to 44 years,Sleeping,Female,2004-35 to 44 years-Female,35 to 44 years,2004,Female,19740,30780,45660
616,2004,Annual,8.98,0.08,Weekend days and holidays,35 to 44 years,Sleeping,Female,2004-35 to 44 years-Female,35 to 44 years,2004,Female,19740,30780,45660
617,2004,Annual,8.01,0.082,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2004-35 to 44 years-Female,35 to 44 years,2004,Female,19740,30780,45660
618,2005,Annual,8.38,0.054,All days,35 to 44 years,Sleeping,Female,2005-35 to 44 years-Female,35 to 44 years,2005,Female,19550,32150,46350
619,2005,Annual,9.26,0.083,Weekend days and holidays,35 to 44 years,Sleeping,Female,2005-35 to 44 years-Female,35 to 44 years,2005,Female,19550,32150,46350
620,2005,Annual,8.01,0.069,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2005-35 to 44 years-Female,35 to 44 years,2005,Female,19550,32150,46350
621,2006,Annual,8.49,0.073,All days,35 to 44 years,Sleeping,Female,2006-35 to 44 years-Female,35 to 44 years,2006,Female,19200,34760,48700
622,2006,Annual,9.28,0.113,Weekend days and holidays,35 to 44 years,Sleeping,Female,2006-35 to 44 years-Female,35 to 44 years,2006,Female,19200,34760,48700
623,2006,Annual,8.16,0.092,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2006-35 to 44 years-Female,35 to 44 years,2006,Female,19200,34760,48700
624,2007,Annual,8.41,0.071,All days,35 to 44 years,Sleeping,Female,2007-35 to 44 years-Female,35 to 44 years,2007,Female,18820,35410,48370
625,2007,Annual,9.23,0.087,Weekend days and holidays,35 to 44 years,Sleeping,Female,2007-35 to 44 years-Female,35 to 44 years,2007,Female,18820,35410,48370
626,2007,Annual,8.07,0.095,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2007-35 to 44 years-Female,35 to 44 years,2007,Female,18820,35410,48370
627,2008,Annual,8.44,0.06,All days,35 to 44 years,Sleeping,Female,2008-35 to 44 years-Female,35 to 44 years,2008,Female,18480,35540,46820
628,2008,Annual,9.27,0.108,Weekend days and holidays,35 to 44 years,Sleeping,Female,2008-35 to 44 years-Female,35 to 44 years,2008,Female,18480,35540,46820
629,2008,Annual,8.08,0.073,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2008-35 to 44 years-Female,35 to 44 years,2008,Female,18480,35540,46820
630,2009,Annual,8.53,0.069,All days,35 to 44 years,Sleeping,Female,2009-35 to 44 years-Female,35 to 44 years,2009,Female,17910,35930,47530
631,2009,Annual,9.25,0.09,Weekend days and holidays,35 to 44 years,Sleeping,Female,2009-35 to 44 years-Female,35 to 44 years,2009,Female,17910,35930,47530
632,2009,Annual,8.23,0.088,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2009-35 to 44 years-Female,35 to 44 years,2009,Female,17910,35930,47530
633,2010,Annual,8.5,0.072,All days,35 to 44 years,Sleeping,Female,2010-35 to 44 years-Female,35 to 44 years,2010,Female,17760,37210,48550
634,2010,Annual,9.35,0.089,Weekend days and holidays,35 to 44 years,Sleeping,Female,2010-35 to 44 years-Female,35 to 44 years,2010,Female,17760,37210,48550
635,2010,Annual,8.14,0.097,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2010-35 to 44 years-Female,35 to 44 years,2010,Female,17760,37210,48550
636,2011,Annual,8.51,0.069,All days,35 to 44 years,Sleeping,Female,2011-35 to 44 years-Female,35 to 44 years,2011,Female,17670,37840,47890
637,2011,Annual,9.33,0.13,Weekend days and holidays,35 to 44 years,Sleeping,Female,2011-35 to 44 years-Female,35 to 44 years,2011,Female,17670,37840,47890
638,2011,Annual,8.15,0.08,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2011-35 to 44 years-Female,35 to 44 years,2011,Female,17670,37840,47890
639,2012,Annual,8.69,0.08,All days,35 to 44 years,Sleeping,Female,2012-35 to 44 years-Female,35 to 44 years,2012,Female,17540,38970,48380
640,2012,Annual,9.47,0.097,Weekend days and holidays,35 to 44 years,Sleeping,Female,2012-35 to 44 years-Female,35 to 44 years,2012,Female,17540,38970,48380
641,2012,Annual,8.36,0.102,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2012-35 to 44 years-Female,35 to 44 years,2012,Female,17540,38970,48380
642,2013,Annual,8.67,0.068,All days,35 to 44 years,Sleeping,Female,2013-35 to 44 years-Female,35 to 44 years,2013,Female,18000,37870,46450
643,2013,Annual,8.67,0.068,All days,35 to 44 years,Sleeping,Female,2013-35 to 44 years-Female,35 to 44 years,2013,Female,17360,39060,47920
644,2013,Annual,9.42,0.105,Weekend days and holidays,35 to 44 years,Sleeping,Female,2013-35 to 44 years-Female,35 to 44 years,2013,Female,18000,37870,46450
645,2013,Annual,9.42,0.105,Weekend days and holidays,35 to 44 years,Sleeping,Female,2013-35 to 44 years-Female,35 to 44 years,2013,Female,17360,39060,47920
646,2013,Annual,8.34,0.087,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2013-35 to 44 years-Female,35 to 44 years,2013,Female,18000,37870,46450
647,2013,Annual,8.34,0.087,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2013-35 to 44 years-Female,35 to 44 years,2013,Female,17360,39060,47920
648,2014,Annual,8.63,0.064,All days,35 to 44 years,Sleeping,Female,2014-35 to 44 years-Female,35 to 44 years,2014,Female,17830,41080,49690
649,2014,Annual,9.5,0.101,Weekend days and holidays,35 to 44 years,Sleeping,Female,2014-35 to 44 years-Female,35 to 44 years,2014,Female,17830,41080,49690
650,2014,Annual,8.25,0.084,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2014-35 to 44 years-Female,35 to 44 years,2014,Female,17830,41080,49690
651,2015,Annual,8.68,0.083,All days,35 to 44 years,Sleeping,Female,2015-35 to 44 years-Female,35 to 44 years,2015,Female,17920,42120,50980
652,2015,Annual,9.35,0.106,Weekend days and holidays,35 to 44 years,Sleeping,Female,2015-35 to 44 years-Female,35 to 44 years,2015,Female,17920,42120,50980
653,2015,Annual,8.39,0.106,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2015-35 to 44 years-Female,35 to 44 years,2015,Female,17920,42120,50980
654,2016,Annual,8.58,0.064,All days,35 to 44 years,Sleeping,Female,2016-35 to 44 years-Female,35 to 44 years,2016,Female,17860,44600,53520
655,2016,Annual,9.41,0.112,Weekend days and holidays,35 to 44 years,Sleeping,Female,2016-35 to 44 years-Female,35 to 44 years,2016,Female,17860,44600,53520
656,2016,Annual,8.22,0.078,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2016-35 to 44 years-Female,35 to 44 years,2016,Female,17860,44600,53520
657,2017,Annual,8.77,0.088,All days,35 to 44 years,Sleeping,Female,2017-35 to 44 years-Female,35 to 44 years,2017,Female,18220,47940,56530
658,2017,Annual,8.77,0.088,All days,35 to 44 years,Sleeping,Female,2017-35 to 44 years-Female,35 to 44 years,2017,Female,18240,47380,55860
659,2017,Annual,9.46,0.112,Weekend days and holidays,35 to 44 years,Sleeping,Female,2017-35 to 44 years-Female,35 to 44 years,2017,Female,18220,47940,56530
660,2017,Annual,9.46,0.112,Weekend days and holidays,35 to 44 years,Sleeping,Female,2017-35 to 44 years-Female,35 to 44 years,2017,Female,18240,47380,55860
661,2017,Annual,8.48,0.115,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2017-35 to 44 years-Female,35 to 44 years,2017,Female,18220,47940,56530
662,2017,Annual,8.48,0.115,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2017-35 to 44 years-Female,35 to 44 years,2017,Female,18240,47380,55860
663,2003,Annual,8.26,0.05,All days,45 to 54 years,Sleeping,Female,2003-45 to 54 years-Female,45 to 54 years,2003,Female,19300,32580,49540
664,2003,Annual,9.04,0.076,Weekend days and holidays,45 to 54 years,Sleeping,Female,2003-45 to 54 years-Female,45 to 54 years,2003,Female,19300,32580,49540
665,2003,Annual,7.93,0.061,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2003-45 to 54 years-Female,45 to 54 years,2003,Female,19300,32580,49540
666,2004,Annual,8.23,0.059,All days,45 to 54 years,Sleeping,Female,2004-45 to 54 years-Female,45 to 54 years,2004,Female,19590,33190,49230
667,2004,Annual,9.05,0.088,Weekend days and holidays,45 to 54 years,Sleeping,Female,2004-45 to 54 years-Female,45 to 54 years,2004,Female,19590,33190,49230
668,2004,Annual,7.9,0.073,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2004-45 to 54 years-Female,45 to 54 years,2004,Female,19590,33190,49230
669,2005,Annual,8.36,0.071,All days,45 to 54 years,Sleeping,Female,2005-45 to 54 years-Female,45 to 54 years,2005,Female,19920,34450,49650
670,2005,Annual,9.08,0.099,Weekend days and holidays,45 to 54 years,Sleeping,Female,2005-45 to 54 years-Female,45 to 54 years,2005,Female,19920,34450,49650
671,2005,Annual,8.06,0.093,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2005-45 to 54 years-Female,45 to 54 years,2005,Female,19920,34450,49650
672,2006,Annual,8.4,0.079,All days,45 to 54 years,Sleeping,Female,2006-45 to 54 years-Female,45 to 54 years,2006,Female,20140,36740,51470
673,2006,Annual,9.4,0.106,Weekend days and holidays,45 to 54 years,Sleeping,Female,2006-45 to 54 years-Female,45 to 54 years,2006,Female,20140,36740,51470
674,2006,Annual,7.97,0.105,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2006-45 to 54 years-Female,45 to 54 years,2006,Female,20140,36740,51470
675,2007,Annual,8.29,0.072,All days,45 to 54 years,Sleeping,Female,2007-45 to 54 years-Female,45 to 54 years,2007,Female,20240,37650,51420
676,2007,Annual,8.89,0.111,Weekend days and holidays,45 to 54 years,Sleeping,Female,2007-45 to 54 years-Female,45 to 54 years,2007,Female,20240,37650,51420
677,2007,Annual,8.04,0.092,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2007-45 to 54 years-Female,45 to 54 years,2007,Female,20240,37650,51420
678,2008,Annual,8.39,0.085,All days,45 to 54 years,Sleeping,Female,2008-45 to 54 years-Female,45 to 54 years,2008,Female,20490,36610,48240
679,2008,Annual,9.13,0.098,Weekend days and holidays,45 to 54 years,Sleeping,Female,2008-45 to 54 years-Female,45 to 54 years,2008,Female,20490,36610,48240
680,2008,Annual,8.07,0.111,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2008-45 to 54 years-Female,45 to 54 years,2008,Female,20490,36610,48240
681,2009,Annual,8.42,0.067,All days,45 to 54 years,Sleeping,Female,2009-45 to 54 years-Female,45 to 54 years,2009,Female,20420,37680,49840
682,2009,Annual,9.19,0.114,Weekend days and holidays,45 to 54 years,Sleeping,Female,2009-45 to 54 years-Female,45 to 54 years,2009,Female,20420,37680,49840
683,2009,Annual,8.08,0.087,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2009-45 to 54 years-Female,45 to 54 years,2009,Female,20420,37680,49840
684,2010,Annual,8.36,0.074,All days,45 to 54 years,Sleeping,Female,2010-45 to 54 years-Female,45 to 54 years,2010,Female,20290,37410,48820
685,2010,Annual,9.22,0.101,Weekend days and holidays,45 to 54 years,Sleeping,Female,2010-45 to 54 years-Female,45 to 54 years,2010,Female,20290,37410,48820
686,2010,Annual,7.99,0.102,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2010-45 to 54 years-Female,45 to 54 years,2010,Female,20290,37410,48820
687,2011,Annual,8.51,0.092,All days,45 to 54 years,Sleeping,Female,2011-45 to 54 years-Female,45 to 54 years,2011,Female,19950,38140,48270
688,2011,Annual,9.14,0.107,Weekend days and holidays,45 to 54 years,Sleeping,Female,2011-45 to 54 years-Female,45 to 54 years,2011,Female,19950,38140,48270
689,2011,Annual,8.25,0.112,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2011-45 to 54 years-Female,45 to 54 years,2011,Female,19950,38140,48270
690,2012,Annual,8.46,0.077,All days,45 to 54 years,Sleeping,Female,2012-45 to 54 years-Female,45 to 54 years,2012,Female,19760,39210,48690
691,2012,Annual,9.25,0.13,Weekend days and holidays,45 to 54 years,Sleeping,Female,2012-45 to 54 years-Female,45 to 54 years,2012,Female,19760,39210,48690
692,2012,Annual,8.12,0.1,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2012-45 to 54 years-Female,45 to 54 years,2012,Female,19760,39210,48690
693,2013,Annual,8.61,0.071,All days,45 to 54 years,Sleeping,Female,2013-45 to 54 years-Female,45 to 54 years,2013,Female,19820,40960,50250
694,2013,Annual,8.61,0.071,All days,45 to 54 years,Sleeping,Female,2013-45 to 54 years-Female,45 to 54 years,2013,Female,19540,40290,49430
695,2013,Annual,9.34,0.129,Weekend days and holidays,45 to 54 years,Sleeping,Female,2013-45 to 54 years-Female,45 to 54 years,2013,Female,19820,40960,50250
696,2013,Annual,9.34,0.129,Weekend days and holidays,45 to 54 years,Sleeping,Female,2013-45 to 54 years-Female,45 to 54 years,2013,Female,19540,40290,49430
697,2013,Annual,8.29,0.092,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2013-45 to 54 years-Female,45 to 54 years,2013,Female,19820,40960,50250
698,2013,Annual,8.29,0.092,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2013-45 to 54 years-Female,45 to 54 years,2013,Female,19540,40290,49430
699,2014,Annual,8.68,0.081,All days,45 to 54 years,Sleeping,Female,2014-45 to 54 years-Female,45 to 54 years,2014,Female,19500,40740,49280
700,2014,Annual,9.49,0.129,Weekend days and holidays,45 to 54 years,Sleeping,Female,2014-45 to 54 years-Female,45 to 54 years,2014,Female,19500,40740,49280
