,Year_x,Period,Avg hrs per day sleeping,Standard Error,Type of Days,Age Group_x,Activity,Gender_x,Unique ID,Age Group_y,Year_y,Gender_y,Number with income (thousands),Mean income,"2022
dollars"
886,2015,Annual,9.3,0.086,Weekend days and holidays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,14290,30520,36940
887,2015,Annual,9.3,0.086,Weekend days and holidays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,10980,23680,28670
888,2015,Annual,8.83,0.074,Nonholiday weekdays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,25270,27550,33350
889,2015,Annual,8.83,0.074,Nonholiday weekdays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,14290,30520,36940
890,2015,Annual,8.83,0.074,Nonholiday weekdays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,10980,23680,28670
891,2016,Annual,8.97,0.054,All days,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,25900,28540,34240
892,2016,Annual,8.97,0.054,All days,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,14810,31700,38040
893,2016,Annual,8.97,0.054,All days,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,11080,24310,29170
894,2016,Annual,9.1,0.081,Weekend days and holidays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,25900,28540,34240
895,2016,Annual,9.1,0.081,Weekend days and holidays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,14810,31700,38040
896,2016,Annual,9.1,0.081,Weekend days and holidays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,11080,24310,29170
897,2016,Annual,8.92,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,25900,28540,34240
898,2016,Annual,8.92,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,14810,31700,38040
899,2016,Annual,8.92,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,11080,24310,29170
900,2017,Annual,8.91,0.072,All days,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,26760,30570,36040
901,2017,Annual,8.91,0.072,All days,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,26800,29750,35080
902,2017,Annual,8.91,0.072,All days,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,15310,34140,40250
903,2017,Annual,8.91,0.072,All days,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,15390,32750,38610
904,2017,Annual,8.91,0.072,All days,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,11450,25790,30410
905,2017,Annual,8.91,0.072,All days,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,11410,25710,30310
906,2017,Annual,9.15,0.1,Weekend days and holidays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,26760,30570,36040
907,2017,Annual,9.15,0.1,Weekend days and holidays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,26800,29750,35080
908,2017,Annual,9.15,0.1,Weekend days and holidays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,15310,34140,40250
909,2017,Annual,9.15,0.1,Weekend days and holidays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,15390,32750,38610
910,2017,Annual,9.15,0.1,Weekend days and holidays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,11450,25790,30410
911,2017,Annual,9.15,0.1,Weekend days and holidays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,11410,25710,30310
912,2017,Annual,8.81,0.091,Nonholiday weekdays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,26760,30570,36040
913,2017,Annual,8.81,0.091,Nonholiday weekdays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,26800,29750,35080
914,2017,Annual,8.81,0.091,Nonholiday weekdays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,15310,34140,40250
915,2017,Annual,8.81,0.091,Nonholiday weekdays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,15390,32750,38610
916,2017,Annual,8.81,0.091,Nonholiday weekdays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,11450,25790,30410
917,2017,Annual,8.81,0.091,Nonholiday weekdays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,11410,25710,30310
